Subject,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q2,Q3,Q3_Fixed,Q4,Q4_Fixed,Q5,Q5_means (reading disorder question),Q6,Q6_means (working as a developer question),Q7,Q7_means (undergraduate student question),Q8,Q8_means (graduate student question),Q9_1,Q9_1_means (knowledge about English),Q9_2,Q9_1_means (knowledge about Java programming),Q10_1,Q10_means (number of years you have been programming in:-Any language),Q10_2,Q10_means (number of years you have been programming in:-Java),Q11,Q11_means (working as a professional programmer),Q12,Q13_1,Q13_2,Q13_3,P1_Filter_Valid,P1_Solution,P1_Rule,P1_Correct,P1_Filtered,Q13_4,Q14,Q15_1,Q15_2,Q15_3,P1_Filter_Valid_AT,Q15_4,Q16,P1_readability,Q17,P1_correctness,Q18,P1_confidence_level,Q19,Q19_means (Is the method you just saw logically correct),Q20,Q21_1,Q21_2,Q21_3,P2_Filter_Valid,P2_Solution,Q21_4,Q22,Q23_1,Q23_2,Q23_3,P2_Filter_Valid_AT,Q23_4,Q24,P2_readability,Q25,P2_correctness,Q26,P2_confidence_level,Q27,Q27_means (Is the method you just saw logically correct),Q28,Q29_1,Q29_2,Q29_3,P3_Filter_Valid,P3_Solution,Q29_4,Q30,Q31_1,Q31_2,Q31_3,P3_Filter_Valid_AT,Q31_4,Q32,P3_readability,Q33,P3_correctness,Q34,P3_confidence_level,Q35,Q35_means (Is the method you just saw logically correct),Q36,Q37_1,Q37_2,Q37_3,P4_Filter_Valid,P4_Solution,Q37_4,Q38,Q39_1,Q39_2,Q39_3,P4_Filter_Valid_AT,Q39_4,Q40,P4_readability,Q41,P4_correctness,Q42,P4_confidence_level,Q43,Q43_means (Is the method you just saw logically correct),Q44,Q45_1,Q45_2,Q45_3,P1_Filter_Valid_R2,P1_Solution_R2,Q45_4,Q46,Q47_1,Q47_2,Q47_3,P1_Filter_Valid_AT_R2,Q47_4,Q48,P1_readability_R2,Q49,P1_correctness_R2,Q50,P1_confidence_level_R2,Q51,Q51_means (Is the method you just saw logically correct),Q52,Q53_1,Q53_2,Q53_3,P2_Filter_Valid_R2,P2_Solution_R2,Q53_4,Q54,Q55_1,Q55_2,Q55_3,P2_Filter_Valid_AT_R2,Q55_4,Q56,P2_readability_R2,Q57,P2_correctness_R2,Q58,P2_confidence_level_R2,Q59,Q59_means (Is the method you just saw logically correct),Q60,Q61_1,Q61_2,Q61_3,P3_Filter_Valid_R2,P3_Solution_R2,Q61_4,Q62,Q63_1,Q63_2,Q63_3,P3_Filter_Valid_AT_R2,Q63_4,Q64,P3_readability_R2,Q65,P3_correctness_R2,Q66,P3_confidence_level_R2,Q67,Q67_means (Is the method you just saw logically correct),Q68,Q69_1,Q69_2,Q69_3,P4_Filter_Valid_R2,P4_Solution_R2,Q69_4,Q70,Q71_1,Q71_2,Q71_3,P4_Filter_Valid_AT_R2,Q71_4,Q72,P4_readability_R2,Q73,P4_correctness_R2,Q74,P4_confidence_level_R2,Q75,Q75_means (Is the method you just saw logically correct),Q76,Q77,Q78,Problem_Rank_R1,Q79_4,Q79_5,Q80,Q81,Problem_Rank_R2,Q82_3,Q82_4,Q83,Q84,Q85,Q86,Q87,Q88,Q89,LocationLatitude,LocationLongitude,LocationAccuracy
5,R_2CvtGWC4z1Zf61i,Default Response Set,Anonymous,,,168.176.239.33,0,42766.53326,42766.5681,1,1,B324,español,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,3,Satisfactory,1,Less than 1 year,1,Less than 1 year,6,Less than a year,1,0,0,102428,1,S1,1,1,1,0,1,36442,257522,295086,-1,4,4,Easy to read,2,Incorrect,16,Not very confident,1,Yes,,0,0,122047,1,S4,0,1,24882,129432,132253,1,5,5,Very easy to read,4,Incorrect,16,Not very confident,1,Yes,,0,0,165484,1,S2,0,1,4228,137371,149585,-1,6,3,Neutral,3,Incorrect,15,Neutral,2,No,creo que se comparan mal los numepos porque siempre pregunta si es menor y no se tiene un rango claro de comparacion en el codigo,0,0,79505,1,S3,0,1,3152,82544,83832,1,4,4,Easy to read,4,Incorrect,15,Neutral,1,Yes,,0,0,177136,1,S3,0,1,4585,58714,59715,1,4,3,Neutral,4,Incorrect,15,Neutral,1,Yes,,0,0,268961,1,S4,0,1,20247,191526,203580,1,5,3,Neutral,2,Incorrect,15,Neutral,2,No,,0,0,91838,1,S1,0,1,6133,44782,47087,1,4,3,Neutral,4,Correct,15,Neutral,1,Yes,,0,0,97215,1,S2,0,1,3044,65.74,66897,1,4,2,Difficult to read,2,Incorrect,15,Neutral,1,Yes,,1,1,P1,2,1,"aunque el segundo codigo tiene mas lineas, se entiende mejor.",1,P1,1,2,la forma en que esta escrito el segundo codigo es mas familiar para los programadores ya que esta es una forma mas tradicional de usar el while,2,2,algunas codigos se tornan enredados y con una logica algo dificil de entender ,lo mas importante en un codigo es que este bien indexado y que se simplifique con expreciones conocidas ,la prueba de escritorio,,4.6492E+13,-7.40628E+13,-1
5,R_3hyF5j4054eiy5y,Default Response Set,Anonymous,,,168.176.239.32,0,42774.54365,42774.56934,1,1,B345,Español,Spanish,Bogotá DC,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,3,Satisfactory,2,Between 1 and 3 years,2,Between 1 and 3 years,5,Not applicable,1,0,0,71688,1,S1,1,1,1,0,1,2039,38927,40042,1,7,4,Easy to read,4,Correct,18,Very confident,1,Yes,,6.28,76275,93158,1,S4,7,1,1862,117974,119651,1,17,5,Very easy to read,4,Incorrect,14,Somewhat confident,2,No,"Falta más precisión en los intervalos evaluados para dar la nota adecuada, hay que tener en cuenta los intervalos cerrados para evaluarlos.",73671,89758,103378,1,S2,3,1,2146,94673,97316,-1,9,4,Easy to read,4,Correct,14,Somewhat confident,2,No,"Porque no esta evaluando adecuadamente las entradas del indice de masa corporal, no toma los intervalos para decir a que categoría pertenece.",0,0,25844,1,S3,0,1,1159,20664,21467,1,8,5,Very easy to read,4,Incorrect,14,Somewhat confident,1,Yes,,0,0,82506,1,S3,0,1,3323,134322,135742,1,11,5,Very easy to read,2,Correct,14,Somewhat confident,1,Yes,,25835,110881,164628,1,S4,6,1,2415,33703,34917,1,4,3,Neutral,4,Incorrect,14,Somewhat confident,1,Yes,,0,0,38354,1,S1,0,1,1768,161.68,163363,-1,11,4,Easy to read,4,Correct,15,Neutral,1,Yes,,0,0,44529,1,S2,0,1,23695,164,175603,1,9,4,Easy to read,2,Incorrect,14,Somewhat confident,1,Yes,,1,1,P1,1,2,Es código es mucho más rápido al no tener que hacer tantas comparaciones para lograr encontrar el número más grande.,1,P1,2,1,Realizar do while es más eficiente que un while.,3,3,Ninguna dificultad,Tener un buen conocimiento en programación es el principal aspecto para poder comprender un código.,Entender el propósito del problema a solucionar.,Sin comentarios.,4.6492E+13,-7.40628E+13,-1
5,R_3dS5QEmUjbczQtY,Default Response Set,Anonymous,,,12.220.120.70,0,42783.29227,42783.3008,1,1,B369,English,English,U.S.A.,USA,2,No,1,Yes,1,Yes,2,No,5,Very good,4,Good,3,Between 3 and 5 years,3,Between 3 and 5 years,6,Less than a year,1,0,0,13210,1,S1,1,1,1,0,1,1597,18427,19089,1,4,4,Easy to read,4,Correct,18,Very confident,1,Yes,,0,0,34962,1,S4,0,1,2911,14494,15164,1,4,4,Easy to read,2,Incorrect,18,Very confident,1,Yes,,0,0,16204,1,S2,0,1,4075,18561,19942,1,5,2,Difficult to read,2,Incorrect,15,Neutral,1,Yes,,0,0,23510,1,S3,0,1,2298,24375,40587,1,7,4,Easy to read,2,Correct,18,Very confident,2,No,"0 is not positive, should be >0",0,0,48942,1,S3,0,1,3268,26763,28459,1,6,4,Easy to read,1,Incorrect,18,Very confident,2,No,,0,0,125650,1,S4,0,1,1709,20323,21857,1,5,3,Neutral,3,Correct,14,Somewhat confident,2,No,,0,0,11303,0,S1,0,1,1757,13692,15202,0,4,5,Very easy to read,4,Correct,14,Somewhat confident,1,Yes,,0,0,79516,1,S2,0,1,2009,20.52,21278,1,5,2,Difficult to read,3,Correct,16,Not very confident,1,Yes,,1,1,P1,1,2,,1,P1,2,1,,2,2,,minimal nesting and clear variable names.  Also methods/functions should only be a couple of lines long,starting where the user starts and walking along the code all the way down until I find what I'm looking for.,,4.13865E+13,-8.14401E+13,-1
5,R_33jwsng6eaTAMiz,Default Response Set,Anonymous,,,108.225.1.94,0,42783.51505,42783.53339,1,1,B272,English,English,United States,USA,2,No,2,No,1,Yes,2,No,5,Very good,3,Satisfactory,3,Between 3 and 5 years,1,Less than 1 year,5,Not applicable,1,0,0,47457,1,S1,1,1,1,0,1,2375,14565,16145,1,4,4,Easy to read,4,Correct,18,Very confident,1,Yes,,0,0,77635,1,S4,0,1,7655,41084,42961,1,7,4,Easy to read,1,Correct,18,Very confident,1,Yes,,0,0,69834,1,S2,0,1,13981,59009,62411,1,4,3,Neutral,4,Correct,14,Somewhat confident,1,Yes,,0,0,42924,1,S3,0,1,2774,36116,63617,1,5,4,Easy to read,3,Correct,18,Very confident,2,No,"It counts 0 as a positive number, when 0 is not a positive number",0,0,165045,1,S3,0,1,2738,56135,58140,1,6,2,Difficult to read,2,Correct,14,Somewhat confident,1,Yes,,0,0,176067,1,S4,0,1,2178,28381,29567,1,4,2,Difficult to read,3,Correct,14,Somewhat confident,1,Yes,,0,0,81606,1,S1,0,1,1842,30047,31327,1,4,3,Neutral,4,Correct,14,Somewhat confident,1,Yes,,0,0,128202,1,S2,0,1,2805,37348,39091,1,4,2,Difficult to read,3,Correct,14,Somewhat confident,1,Yes,,1,1,P1,1,2,,1,P1,2,1,,2,4,,Comments are helpful,Pick a test input and follow what happens to it as you go though the code,,4.10979E+13,-8.14258E+13,-1
5,R_3iWONtoX1DrfD7L,Default Response Set,Anonymous,,,74.112.4.114,0,42787.59699,42787.62756,1,1,B380,English,English,United States,USA,2,No,2,No,1,Yes,2,No,5,Very good,3,Satisfactory,2,Between 1 and 3 years,2,Between 1 and 3 years,5,Not applicable,1,1823,1823,225032,-1,S1,1,1,-1,1,1,1718,43555,65397,1,6,5,Very easy to read,2,Incorrect,18,Very confident,2,No,"It seems like it's correct except in the case where all the numbers are equal, i.e. there is no largest.",0,0,172084,1,S4,0,1,1772,57957,75067,1,8,5,Very easy to read,1,Correct,18,Very confident,2,No,"It doesn't work properly when the mark is 80, 70, or 60. It leaves out the edge case and won't give a B to a mark of 80, for example. ",53521,53521,174950,1,S2,1,1,2139,11075,12985,1,4,1,Very difficult to read,4,Correct,14,Somewhat confident,1,Yes,,0,0,58207,1,S3,0,1,1438,10489,11272,1,4,5,Very easy to read,4,Incorrect,18,Very confident,1,Yes,,0,0,118456,1,S3,0,1,4117,37570,38629,1,4,4,Easy to read,2,Correct,14,Somewhat confident,1,Yes,,0,0,246834,1,S4,0,1,6609,137498,138328,1,4,2,Difficult to read,3,Correct,14,Somewhat confident,1,Yes,,0,0,52790,1,S1,0,1,2256,18678,46941,1,5,5,Very easy to read,4,Correct,18,Very confident,2,No,"It's supposed to add up even numbers, but it adds up any number greater than zero.",2265,2265,214097,1,S2,1,1,2387,32618,45410,1,5,2,Difficult to read,1,Incorrect,16,Not very confident,2,No,I think the continue would make it so the counter increased every time.,1,1,P1,1,2,"The first one doesn't have unnecessarily nested if-else statements, and has less branching statements. The second one gets all jumbled up with the indentation because of all the unnecessary indentation and comparing. ",1,P1,1,2,"There wasn't much of a difference, but the spacing in the first one does help. More spacing in logical areas would help more.",1,2,Any difficulties came from too much nesting and not enough making new lines between logical blocks of code.,Simplicity. Doing something efficiently and in a simple way makes it much easier to read than nesting a bunch of things and not spacing anything out.,"If something is written well, it's a simple task to follow the code. If it's more annoying, like some of the examples in this test, I'll try and find the top and bottom brackets to get a big picture of where things begin and end, starting on the outside then working my way inside all of the nested statements.","Something that I don't feel was emphasized very much in this but that helps enormously in making code readable is spacing, as in making new lines and putting blank lines between different logical sections of code, like between the initial variables and the first statements. Also I think having elses on their own line is easier to read than having them on the same line like they were in the examples.",4.11334E+13,-8.06119E+12,-1
5,R_2P5Uw7kghgCV1hE,Default Response Set,Anonymous,,,71.64.105.35,0,42787.70365,42787.71995,1,1,B247,english,English,USA,USA,2,No,2,No,1,Yes,2,No,5,Very good,3,Satisfactory,3,Between 3 and 5 years,1,Less than 1 year,5,Not applicable,1,0,0,32790,1,S1,1,1,1,0,1,1539,53971,60455,1,10,4,Easy to read,4,Correct,18,Very confident,1,Yes,,0,0,49014,1,S4,0,1,2601,34516,56559,1,9,5,Very easy to read,1,Correct,18,Very confident,2,No,it doesn't include the lower bounds of the grades so 'B' is from 81 - 89 not 80 - 89,0,0,58958,1,S2,0,1,1.73,16134,18179,1,4,1,Very difficult to read,4,Correct,14,Somewhat confident,1,Yes,,0,0,23839,1,S3,0,1,2523,103424,109830,1,10,5,Very easy to read,4,Incorrect,15,Neutral,2,No,it compares the parameters to >= 0 and 0 is not a positive number. It is considered non-negative,36442,36442,37710,1,S3,1,1,2097,28759,30000,1,4,3,Neutral,4,Incorrect,16,Not very confident,1,Yes,,0,0,137915,1,S4,0,1,1956,30132,31495,1,4,2,Difficult to read,3,Correct,18,Very confident,1,Yes,,0,0,66817,1,S1,0,1,4498,58837,62886,1,9,3,Neutral,4,Correct,14,Somewhat confident,1,Yes,,0,0,63446,1,S2,0,1,1864,172.65,174288,1,9,2,Difficult to read,3,Correct,14,Somewhat confident,1,Yes,,1,1,P1,1,2,it has far less code and less nested structures,1,P1,1,2,I do not like do-while loops I think that they are harder to read than whiles,1,1,"Some of the java lingo was new to me, but I could get the jist of it.","Clean indenting. Keep the main function clean and just have it call other functions. Comments are also a must so that other people, including a future you, can understand what you are trying to do with this code.",take it one line at a time,keep it up,4.12501E+13,-8.14577E+13,-1
6,R_2aVmFDdAEWZWd3K,Default Response Set,Anonymous,,,168.176.239.33,0,42640.7223,42640.75674,1,1,B8,Spanish,Spanish,Bogotá,Colombia,2,No,1,Yes,2,No,1,Yes,3,Satisfactory,4,Good,1,Less than 1 year,3,Between 3 and 5 years,8,Between 3 and 5 years,1,9443,40348,44110,1,S1,1,1,1,5,1,7972,86099,88006,1,6,4,Easy to read,4,Correct,15,Neutral,1,Yes,,0,0,244056,-1,S4,0,1,1566,44965,77748,1,5,3,Neutral,1,Correct,15,Neutral,2,No,no funciona correctamente para entradas 80 70 y 60 ,0,0,166042,1,S3,0,1,3159,82279,82827,1,7,3,Neutral,1,Correct,15,Neutral,2,No,bmi=18.5 dont work ,0,0,83393,1,S2,0,1,6127,92663,93691,1,4,3,Neutral,4,Correct,15,Neutral,1,Yes,,0,0,296608,1,S3,0,1,5741,32807,39650,1,7,2,Difficult to read,1,Incorrect,15,Neutral,2,No,no termina al oprimir q o e,0,0,300458,1,S4,0,1,9522,118883,119720,1,4,2,Difficult to read,1,Incorrect,15,Neutral,1,Yes,,0,0,115655,1,S2,0,1,7406,47197,48113,1,4,4,Easy to read,4,Correct,15,Neutral,1,Yes,,0,0,200705,-1,S1,0,1,1.79,186069,187544,1,5,3,Neutral,2,Incorrect,15,Neutral,2,No,,1,1,P2,1,2,es más fácil de leer un código no tan anidado ,1,P2,1,2,es fácil de entender cuando se inician las variable,2,3,algunas sentencias como continué o scanner no se usan frecuentemente,primero saber que hace un método y luego verificar su correctidud,evaluar las entradas contra las salidas,,4.6492E+13,-7.40628E+13,-1
6,R_3CzesQITsryYhMd,Default Response Set,Anonymous,,,168.176.239.35,0,42668.55549,42668.58642,1,1,B46,Python,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,3,Satisfactory,2,Between 1 and 3 years,2,Between 1 and 3 years,5,Not applicable,1,6456,6456,37859,1,S1,1,1,1,1,1,2417,58369,74804,1,5,4,Easy to read,2,Incorrect,14,Somewhat confident,2,No,No tiene en cuenta cuando las entradas son iguales,6585,6585,94701,1,S4,1,1,2887,29533,50083,1,5,4,Easy to read,1,Correct,18,Very confident,2,No,"No tiene en cuenta los casos de las entradas 80, 70 y 60",6494,6494,146847,1,S3,1,1,2281,16112,38261,1,6,4,Easy to read,1,Correct,18,Very confident,2,No,El metodo no funciona bien cuando la entrada es 18.5,18497,18497,176933,1,S2,1,1,3948,75884,100351,1,6,2,Difficult to read,4,Correct,14,Somewhat confident,1,Yes,,8361,8361,136708,1,S3,1,1,4442,77721,84166,1,7,3,Neutral,2,Correct,14,Somewhat confident,2,No,"Porque si el usuario escoge la respuesta correcta, el método no termina y sigue esperando entradas ",25523,25523,191781,1,S4,1,1,3443,91658,99103,1,7,4,Easy to read,3,Correct,18,Very confident,1,Yes,,9257,9257,166915,1,S2,1,1,4733,78628,106512,1,6,4,Easy to read,2,Incorrect,14,Somewhat confident,2,No,Porque tiene un ciclo infinito cuando los elementos del arreglo son positivos,0,0,79161,1,S1,0,1,25173,177996,179761,1,10,4,Easy to read,2,Incorrect,14,Somewhat confident,1,Yes,,1,1,P2,2,1,En el segundo caso se ve mas explicito lo que hace el programa en cada condición ,1,P2,2,1,La asignación de la variable oldPass en el segundo caso hace mas dificil la visibilidad de lo que pasa en el programa,2,3,La lectura de algunos códigos con muchos ifs anidados se complica un poco,"Nombrar las variables adecuadamente, mantener indentación en el código, simplificar el código",Indentar adecuadamente el código y hacer pruebas de escritorio.,Algunos códigos son un poco confusos de analizar,4.6492E+13,-7.40628E+13,-1
6,R_0IBrHID1shFPajT,Default Response Set,Anonymous,,,168.176.239.32,0,42683.55308,42683.57434,1,1,B95,Spanish,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,4,Good,4,Good,3,Between 3 and 5 years,2,Between 1 and 3 years,5,Not applicable,1,1583,1583,64232,1,S1,1,1,1,1,1,2475,61043,61769,1,4,4,Easy to read,4,Correct,15,Neutral,1,Yes,,2912,2912,136406,1,S4,1,1,1.91,25574,26673,1,9,3,Neutral,1,Correct,15,Neutral,1,Yes,,2883,90907,110776,1,S3,3,1,2248,13007,13314,1,5,4,Easy to read,1,Correct,18,Very confident,1,Yes,,66328,84334,84696,1,S2,2,1,1461,66509,67350,1,9,1,Very difficult to read,4,Correct,14,Somewhat confident,1,Yes,,2376,2376,130635,1,S3,1,1,7239,89726,90271,1,9,2,Difficult to read,3,Incorrect,14,Somewhat confident,1,Yes,,113354,122755,133323,1,S4,3,1,8984,175317,176709,1,4,4,Easy to read,1,Incorrect,14,Somewhat confident,1,Yes,,3864,3864,83094,1,S2,1,1,2842,64467,71235,1,8,5,Very easy to read,4,Correct,15,Neutral,1,Yes,,3516,5.06,132349,1,S1,2,1,2962,58347,59239,1,4,3,Neutral,1,Incorrect,18,Very confident,1,Yes,,1,1,P2,2,1,los condicionales anidados son difcíciles de comprender,1,P2,1,2,el primero es difícil de entender por la asignación de newPass=oldPass,1,3,Ninguna,"nombres de variables, usar poca anidación",,,4.6492E+13,-7.40628E+13,-1
6,R_yPZLFsf5XhB3qU1,Default Response Set,Anonymous,,,168.176.239.31,0,42683.55433,42683.58191,0,1,B74,Español,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,2,Poor,4,Good,2,Between 1 and 3 years,2,Between 1 and 3 years,5,Not applicable,1,3827,17631,43038,1,S1,1,1,1,3,1,2612,59394,60480,1,6,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,4572,23236,89033,1,S4,2,1,3956,70332,71513,1,6,5,Very easy to read,1,Correct,18,Very confident,2,No,no se tiene en cuenta el numero base del rango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.87,105915,166786,1,S3,6,1,9884,313932,315843,-1,13,5,Very easy to read,2,Correct,14,Somewhat confident,1,Yes,,17508,230161,259981,1,S4,6,1,8311,462028,464468,-1,10,4,Easy to read,3,Correct,14,Somewhat confident,2,No,la comparación de la contraseña no se esta haciendo correctamente entre la contraseña anterior y la nueva contraseña ya que en el ciclo de comparación se compara la nueva contraseña contra la nueva contraseña,8141,51181,110643,1,S2,5,1,3038,45622,81340,1,5,4,Easy to read,2,Incorrect,14,Somewhat confident,2,No,no se tiene una variable para recorrer el arreglo,5.66,56596,81846,1,S1,4,1,3674,188146,189850,1,10,5,Very easy to read,3,Correct,18,Very confident,1,Yes,,,,P2,,,,,P2,,,,,,,,,,,,-1
6,R_tMTGO22yQFM5jyh,Default Response Set,Anonymous,,,2.01221E+11,0,42709.40939,42709.42091,0,1,B128,español,Spanish,Colombia,Colombia,2,No,2,No,2,No,2,No,2,Poor,1,Very poor,1,Less than 1 year,1,Less than 1 year,7,Between 1 and 3 years,1,3.75,30486,38921,1,S1,1,1,1,4,1,2941,252648,253567,-1,20,4,Easy to read,3,Incorrect,15,Neutral,2,No,,4204,53313,54482,1,S4,9,1,2148,318068,334725,-1,13,3,Neutral,4,Incorrect,15,Neutral,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,,,,,P2,,,,,,,,,,,,-1
6,R_1omPxleY59S1Fux,Default Response Set,Anonymous,,,84.76.170.89,0,42765.03505,42765.09837,1,1,B186,Spanish,Spanish,Barcelona,Spain,2,No,2,No,2,No,1,Yes,5,Very good,5,Very good,4,More than 5 years,4,More than 5 years,9,More than 5 years,1,0,0,53266,1,S1,1,1,1,0,1,4.79,117924,120457,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,177435,1,S4,0,1,52494,420331,441854,-1,8,3,Neutral,1,Correct,18,Very confident,2,No,"According with the conditions the output for 80 should be B, but the actual output is F.",33069,39.25,181994,1,S3,2,1,6203,51.88,106018,1,6,4,Easy to read,1,Correct,18,Very confident,2,No,"The evaluation for the value 18,5 is wrong. ",19.39,19.39,186611,1,S2,1,1,6161,326004,464657,-1,5,1,Very difficult to read,3,Incorrect,14,Somewhat confident,2,No,When the first number is not positive the second number is not evaluated. ,15473,31425,387026,-1,S3,2,1,2741,199987,318183,-1,7,3,Neutral,2,Correct,14,Somewhat confident,2,No,"When the answer is C, the user is asked again to continue. The program should end.",6.38,332.4,394026,1,S4,7,1,9292,451862,454815,-1,8,2,Difficult to read,3,Correct,18,Very confident,1,Yes,,12533,12533,112835,1,S2,1,1,2567,66272,67347,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,307733,-1,S1,0,1,1858,147772,149182,1,6,4,Easy to read,3,Correct,14,Somewhat confident,1,Yes,,1,1,P2,1,2,Separated conditions are easier to follow than the nested ones.,1,P2,1,2,It's easy when you have the loop condition at the beginning of the code. ,2,2,None,Good indentation and pieces of code not very large. ,It's just experience. ,"Would be interesting to evaluate readability when there are several parameters and variables involved at the same operation. To my mind is hard, especially when they have similar/same names. ",4.13888E+13,2.159E+13,-1
6,R_1QcNMCsZqa6mBjg,Default Response Set,Anonymous,,,168.176.239.36,0,42774.54416,42774.56855,1,1,B346,Spanish,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,5,Very good,4,Good,2,Between 1 and 3 years,2,Between 1 and 3 years,5,Not applicable,1,0,0,42254,1,S1,1,1,1,0,1,1524,31044,32441,1,8,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,8877,47804,48735,1,S4,2,1,2513,8689,9390,0,8,5,Very easy to read,1,Correct,14,Somewhat confident,1,Yes,,6892,103892,104623,1,S3,8,1,1413,32516,33168,1,9,4,Easy to read,1,Correct,18,Very confident,1,Yes,,10346,142424,143036,1,S2,10,1,1.67,51345,55337,1,15,2,Difficult to read,4,Correct,16,Not very confident,2,No,Because it causes confussion.,23.12,192006,192570,1,S3,6,1,4789,101863,102562,1,9,3,Neutral,3,Incorrect,14,Somewhat confident,1,Yes,,2733,149196,149968,1,S4,4,1,4668,114946,115688,1,13,4,Easy to read,3,Correct,14,Somewhat confident,1,Yes,,0,0,79059,1,S2,0,1,1119,44983,45802,1,10,5,Very easy to read,4,Correct,14,Somewhat confident,1,Yes,,0,0,72845,1,S1,0,1,5.76,165112,174939,1,12,5,Very easy to read,2,Incorrect,14,Somewhat confident,1,Yes,,1,1,P2,1,2,The first method is simplier than the second and makes well its function.,1,P2,2,1,The second method doesn't apply a control to determine in which case the password is correct or incorrect.,1,2,"The fact that you cannot go back to see the portions of code, ans sometimes it's difficult to remember.","The spaces betwwen the lines of code, the identation and the consistence in the way of solving the required problem.",To make tests during writing the code or in this case discussing about it.,"I think it's a very useful exercise to measure the level of comprehension of a code, and to improve in this subject,",4.6492E+13,-7.40628E+13,-1
6,R_1OJMKBZffSAiD3V,Default Response Set,Anonymous,,,168.176.55.16,0,42774.54484,42774.58008,1,1,B328,Español,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,3,Satisfactory,3,Between 3 and 5 years,3,Between 3 and 5 years,5,Not applicable,1,0,0,30465,1,S1,1,1,1,0,1,1536,39104,40027,1,5,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,65644,1,S4,0,1,5723,26915,73047,1,5,4,Easy to read,2,Incorrect,18,Very confident,2,No,El método ademas de no tener correctos los intervalos acepta números negativos. ,0,0,165686,1,S3,0,1,4607,26896,133665,1,6,5,Very easy to read,1,Correct,18,Very confident,2,No,"Cuando el bmi es de 18.5 no cumple ninguno de los ""if"", y retornaría haciendo de cuenta que el bmi es de 25 o mas, por tanto falta un >= en el cuarto ""if"" ",0,0,135581,1,S2,0,1,7732,75076,81888,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,13302,56862,265873,1,S3,2,1,4105,56153,156611,1,5,3,Neutral,2,Correct,14,Somewhat confident,2,No,"Las dos condiciones para finalizar el método es que el usuario responda correctamente la pregunta y que escriba ""q"" o ""e"", sin embargo, solo finaliza con la segunda opción, falta hacer que finalice cuando se responde correctamente. ",0,0,393782,1,S4,0,1,15617,176937,299699,1,9,3,Neutral,3,Correct,14,Somewhat confident,2,No,"El método solo debe aceptar una contraseña nueva de solamente 4 caracteres diferentes y en el condicional que comprueba el tamaño de la nueva contraseña solamente contempla que no sea menor a 4 caracteres, pero no contempla que no sea mayor 4.",0,0,104002,1,S2,0,1,17589,170693,173569,-1,6,4,Easy to read,4,Correct,18,Very confident,1,Yes,,0,0,182448,1,S1,0,1,8969,244.92,247748,1,4,3,Neutral,3,Correct,15,Neutral,1,Yes,,1,1,P2,2,1,Su entendimiento es mas facil de comprender,1,P2,2,1,,3,3,,,,,4.6492E+13,-7.40628E+13,-1
