Problem,ProblemCorrectness,ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,ParticipantID,Language,Country,ReadingDisorder,CurrentDev,CurrentUGrad,CurrentGrad,EnglishSkill,JavaSkill,ProgrammingSkill,YearsJava,YearsProgramming,ReadTime,AnswerTime,Readability,MCQCorrectness,ConfidenceLevel,LogicalCorrectness,LogicalCorrectnessExplanation
r1p1s1,1,R_1mz0jlWkMwp633l,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42683.549139999996,42683.57623,1,B91,Spanish,Colombia,2,2,1,2,3,5,3,3,5,36970.0,19940.0,Very easy to read,Correct,Very confident,1,nan
r2p1s3,0,R_1mz0jlWkMwp633l,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42683.549139999996,42683.57623,1,B91,Spanish,Colombia,2,2,1,2,3,5,3,3,5,158741.0,29571.0,Neutral,Correct,Somewhat confident,0,nan
r1p2s2,1,R_1mz0jlWkMwp633l,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42683.549139999996,42683.57623,1,B91,Spanish,Colombia,2,2,1,2,3,5,3,3,5,218487.0,72633.0,Neutral,Correct,Somewhat confident,1,nan
r2p2s4,0,R_1mz0jlWkMwp633l,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42683.549139999996,42683.57623,1,B91,Spanish,Colombia,2,2,1,2,3,5,3,3,5,175980.0,50482.0,Difficult to read,Correct,Somewhat confident,0,nan
r1p3s4,0,R_1mz0jlWkMwp633l,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42683.549139999996,42683.57623,1,B91,Spanish,Colombia,2,2,1,2,3,5,3,3,5,95000.0,42767.0,Difficult to read,Incorrect,Somewhat confident,0,nan
r2p3s2,1,R_1mz0jlWkMwp633l,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42683.549139999996,42683.57623,1,B91,Spanish,Colombia,2,2,1,2,3,5,3,3,5,81278.0,23559.0,Very easy to read,Correct,Very confident,1,nan
r1p4s3,0,R_1mz0jlWkMwp633l,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42683.549139999996,42683.57623,1,B91,Spanish,Colombia,2,2,1,2,3,5,3,3,5,76567.0,27566.0,Very easy to read,Incorrect,Very confident,0,nan
r2p4s1,1,R_1mz0jlWkMwp633l,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42683.549139999996,42683.57623,1,B91,Spanish,Colombia,2,2,1,2,3,5,3,3,5,67940.0,88561.0,Very easy to read,Incorrect,Somewhat confident,1,nan
r2p3s2,1,R_yIOYPS0Ic6EAyBP,Default Response Set,Anonymous,nan,nan,190.24.142.10,0,42728.57578,42732.36889,0,B174,Spanish,Colombia,2,1,2,1,3,3,2,2,7,169523.0,1078970.0,Easy to read,Correct,Neutral,1,nan
r2p4s1,1,R_yIOYPS0Ic6EAyBP,Default Response Set,Anonymous,nan,nan,190.24.142.10,0,42728.57578,42732.36889,0,B174,Spanish,Colombia,2,1,2,1,3,3,2,2,7,333892.0,203696.0,Easy to read,Incorrect,Not very confident,1,nan
r1p1s1,1,R_dasdNXoCSbFBVol,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.5331,42766.55983,1,B305,Spanish,Colombia,2,2,1,2,5,3,1,1,5,165041.0,45579.0,Very easy to read,Correct,Very confident,1,nan
r2p1s3,0,R_dasdNXoCSbFBVol,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.5331,42766.55983,1,B305,Spanish,Colombia,2,2,1,2,5,3,1,1,5,167189.0,125943.0,Easy to read,Correct,Neutral,1,because the string that compares if the answer is correct is wrong
r1p2s2,1,R_dasdNXoCSbFBVol,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.5331,42766.55983,1,B305,Spanish,Colombia,2,2,1,2,5,3,1,1,5,95168.0,89201.0,Neutral,Incorrect,Somewhat confident,0,there is no stop condition when the note is greater than 80 other cases are still being evaluated
r2p2s4,0,R_dasdNXoCSbFBVol,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.5331,42766.55983,1,B305,Spanish,Colombia,2,2,1,2,5,3,1,1,5,137531.0,96003.0,Easy to read,Correct,Somewhat confident,0,nan
r1p3s4,0,R_dasdNXoCSbFBVol,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.5331,42766.55983,1,B305,Spanish,Colombia,2,2,1,2,5,3,1,1,5,117102.0,37730.0,Very easy to read,Correct,Somewhat confident,1,the method does not evaluate when the person's weight is 18.5
r2p3s2,1,R_dasdNXoCSbFBVol,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.5331,42766.55983,1,B305,Spanish,Colombia,2,2,1,2,5,3,1,1,5,186168.0,63852.0,Neutral,Correct,Somewhat confident,1,nan
r1p4s3,0,R_dasdNXoCSbFBVol,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.5331,42766.55983,1,B305,Spanish,Colombia,2,2,1,2,5,3,1,1,5,44400.0,120768.0,Very easy to read,Incorrect,Very confident,1,the definition of positive number is wrong must be strictly greater than zero
r2p4s1,1,R_dasdNXoCSbFBVol,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.5331,42766.55983,1,B305,Spanish,Colombia,2,2,1,2,5,3,1,1,5,117983.0,92079.0,Very easy to read,Incorrect,Neutral,1,nan
r1p1s1,1,R_3QK2OuflbgZFXRE,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.53271,42766.574239999994,1,B289,Spanish,Colombia,2,2,1,2,3,4,1,2,5,150411.0,89381.0,Neutral,Correct,Very confident,1,nan
r2p1s3,0,R_3QK2OuflbgZFXRE,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.53271,42766.574239999994,1,B289,Spanish,Colombia,2,2,1,2,3,4,1,2,5,205382.0,270435.0,Easy to read,Incorrect,Not very confident,1,One of the requirements is for the user to decide if he wants to finish entering the character 'q' or 'e' in the conditionals this question is asked but not to finish the attempts but as part of the verification of the choice to the question that is asked. It makes the user.
r1p2s2,1,R_3QK2OuflbgZFXRE,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.53271,42766.574239999994,1,B289,Spanish,Colombia,2,2,1,2,3,4,1,2,5,176683.0,31337.0,Neutral,Correct,Very confident,1,nan
r2p2s4,0,R_3QK2OuflbgZFXRE,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.53271,42766.574239999994,1,B289,Spanish,Colombia,2,2,1,2,3,4,1,2,5,460248.0,127389.0,Neutral,Correct,Not very confident,1,The problem specifies maybe not with much precision but asks that the password have 4 different characters does not tell us if at least or minimum so assuming it must have strictly 4 characters.
r1p3s4,0,R_3QK2OuflbgZFXRE,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.53271,42766.574239999994,1,B289,Spanish,Colombia,2,2,1,2,3,4,1,2,5,282472.0,125199.0,Difficult to read,Correct,Not very confident,1,It does not meet one of the conditions requested in the problem and fails in a test case.
r2p3s2,1,R_3QK2OuflbgZFXRE,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.53271,42766.574239999994,1,B289,Spanish,Colombia,2,2,1,2,3,4,1,2,5,224097.0,88660.0,Very easy to read,Correct,Very confident,1,nan
r1p4s3,0,R_3QK2OuflbgZFXRE,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.53271,42766.574239999994,1,B289,Spanish,Colombia,2,2,1,2,3,4,1,2,5,98361.0,169933.0,Very easy to read,Incorrect,Very confident,0,nan
r2p4s1,1,R_3QK2OuflbgZFXRE,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42766.53271,42766.574239999994,1,B289,Spanish,Colombia,2,2,1,2,3,4,1,2,5,113668.0,58920.0,Easy to read,Correct,Very confident,1,nan
r1p1s1,1,R_2PceTdRkeEsdIJn,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42774.5438,42774.55956,1,B300,Spanish,Colombia,2,2,1,2,5,4,2,2,5,25889.0,18113.0,Very easy to read,Correct,Very confident,1,nan
r2p1s3,0,R_2PceTdRkeEsdIJn,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42774.5438,42774.55956,1,B300,Spanish,Colombia,2,2,1,2,5,4,2,2,5,107251.0,86079.0,Easy to read,Correct,Somewhat confident,0,nan
r1p2s2,1,R_2PceTdRkeEsdIJn,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42774.5438,42774.55956,1,B300,Spanish,Colombia,2,2,1,2,5,4,2,2,5,61622.0,18373.0,Neutral,Correct,Somewhat confident,1,nan
r2p2s4,0,R_2PceTdRkeEsdIJn,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42774.5438,42774.55956,1,B300,Spanish,Colombia,2,2,1,2,5,4,2,2,5,83901.0,76430.0,Easy to read,Correct,Somewhat confident,0,nan
r1p3s4,0,R_2PceTdRkeEsdIJn,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42774.5438,42774.55956,1,B300,Spanish,Colombia,2,2,1,2,5,4,2,2,5,114443.0,13892.0,Neutral,Incorrect,Very confident,0,nan
r2p3s2,1,R_2PceTdRkeEsdIJn,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42774.5438,42774.55956,1,B300,Spanish,Colombia,2,2,1,2,5,4,2,2,5,135383.0,36443.0,Neutral,Correct,Neutral,1,nan
r1p4s3,0,R_2PceTdRkeEsdIJn,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42774.5438,42774.55956,1,B300,Spanish,Colombia,2,2,1,2,5,4,2,2,5,22183.0,16362.0,Very easy to read,Incorrect,Very confident,0,nan
r2p4s1,1,R_2PceTdRkeEsdIJn,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42774.5438,42774.55956,1,B300,Spanish,Colombia,2,2,1,2,5,4,2,2,5,87958.0,76502.0,Neutral,Incorrect,Neutral,0,Need an else in the second half of the while
r1p1s1,1,R_2bUWONy0eIuVVok,Default Response Set,Anonymous,nan,nan,24.239.102.51,0,42790.45302,42790.48392,1,B249,English,USA,2,2,1,2,5,4,3,1,5,20798.0,140061.0,Easy to read,Correct,Very confident,1,nan
r2p1s3,0,R_2bUWONy0eIuVVok,Default Response Set,Anonymous,nan,nan,24.239.102.51,0,42790.45302,42790.48392,1,B249,English,USA,2,2,1,2,5,4,3,1,5,14130.0,350161.0,Easy to read,Correct,Somewhat confident,1,There is no break when the user correctly answers "c" for the question
r1p2s2,1,R_2bUWONy0eIuVVok,Default Response Set,Anonymous,nan,nan,24.239.102.51,0,42790.45302,42790.48392,1,B249,English,USA,2,2,1,2,5,4,3,1,5,72098.0,395240.0,Very easy to read,Correct,Very confident,1,nan
r2p2s4,0,R_2bUWONy0eIuVVok,Default Response Set,Anonymous,nan,nan,24.239.102.51,0,42790.45302,42790.48392,1,B249,English,USA,2,2,1,2,5,4,3,1,5,12410.0,202362.0,Easy to read,Correct,Somewhat confident,0,nan
r1p3s4,0,R_2bUWONy0eIuVVok,Default Response Set,Anonymous,nan,nan,24.239.102.51,0,42790.45302,42790.48392,1,B249,English,USA,2,2,1,2,5,4,3,1,5,82551.0,68753.0,Easy to read,Correct,Very confident,1,The inclusive range for 18.5 is not written properly in the code so a BMI of 18.5 will not return the current result.
r2p3s2,1,R_2bUWONy0eIuVVok,Default Response Set,Anonymous,nan,nan,24.239.102.51,0,42790.45302,42790.48392,1,B249,English,USA,2,2,1,2,5,4,3,1,5,14403.0,224659.0,Easy to read,Correct,Very confident,1,nan
r1p4s3,0,R_2bUWONy0eIuVVok,Default Response Set,Anonymous,nan,nan,24.239.102.51,0,42790.45302,42790.48392,1,B249,English,USA,2,2,1,2,5,4,3,1,5,25320.0,99002.0,Easy to read,Incorrect,Somewhat confident,1,The inclusion of 0 for positive integer checking (&gt;= 0)should be non-inclusive (&gt; 0) so 0 is not counted as an integer.
r2p4s1,1,R_2bUWONy0eIuVVok,Default Response Set,Anonymous,nan,nan,24.239.102.51,0,42790.45302,42790.48392,1,B249,English,USA,2,2,1,2,5,4,3,1,5,11447.0,300962.0,Easy to read,Correct,Somewhat confident,1,nan
r1p1s1,1,R_d5rJ2cjlOmroPq9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42640.72213,42640.754160000004,1,B5,Spanish,Colombia,2,1,1,2,4,4,3,3,7,119805.0,68631.0,Easy to read,Correct,Very confident,1,nan
r2p1s4,0,R_d5rJ2cjlOmroPq9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42640.72213,42640.754160000004,1,B5,Spanish,Colombia,2,1,1,2,4,4,3,3,7,245516.0,77765.0,Neutral,Correct,Somewhat confident,0,nan
r1p2s3,0,R_d5rJ2cjlOmroPq9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42640.72213,42640.754160000004,1,B5,Spanish,Colombia,2,1,1,2,4,4,3,3,7,113368.0,45375.0,Very difficult to read,Correct,Very confident,1,When entering the value 80 or 70 the function returns 'F'
r2p2s1,1,R_d5rJ2cjlOmroPq9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42640.72213,42640.754160000004,1,B5,Spanish,Colombia,2,1,1,2,4,4,3,3,7,325981.0,72775.0,Difficult to read,Correct,Very confident,1,nan
r1p3s2,1,R_d5rJ2cjlOmroPq9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42640.72213,42640.754160000004,1,B5,Spanish,Colombia,2,1,1,2,4,4,3,3,7,157000.0,15996.0,Difficult to read,Correct,Very confident,1,nan
r2p3s2,1,R_d5rJ2cjlOmroPq9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42640.72213,42640.754160000004,1,B5,Spanish,Colombia,2,1,1,2,4,4,3,3,7,72405.0,40957.0,Easy to read,Correct,Very confident,1,nan
r1p4s4,0,R_d5rJ2cjlOmroPq9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42640.72213,42640.754160000004,1,B5,Spanish,Colombia,2,1,1,2,4,4,3,3,7,214826.0,16320.0,Very difficult to read,Incorrect,Very confident,0,nan
r2p4s3,0,R_d5rJ2cjlOmroPq9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42640.72213,42640.754160000004,1,B5,Spanish,Colombia,2,1,1,2,4,4,3,3,7,213263.0,205862.0,Easy to read,Correct,Very confident,1,The "continue" statement causes the "while" to jump to the next iteration however in this the array will be revisited in the index previously seen therefore if there is a letter in the array that is different from the one that is being searched for "while" "will stay in an infinite cycle
r1p1s1,1,R_1DIjJJnCfD2Q98d,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42668.55564,42668.58715,1,B19,Spanish,Colombia,2,2,1,2,3,4,3,2,5,98726.0,49659.0,Very easy to read,Correct,Very confident,1,nan
r2p1s4,0,R_1DIjJJnCfD2Q98d,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42668.55564,42668.58715,1,B19,Spanish,Colombia,2,2,1,2,3,4,3,2,5,4660.0,155024.0,Very easy to read,Correct,Very confident,0,nan
r1p2s3,0,R_1DIjJJnCfD2Q98d,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42668.55564,42668.58715,1,B19,Spanish,Colombia,2,2,1,2,3,4,3,2,5,57516.0,24625.0,Very easy to read,Correct,Very confident,0,nan
r2p2s1,1,R_1DIjJJnCfD2Q98d,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42668.55564,42668.58715,1,B19,Spanish,Colombia,2,2,1,2,3,4,3,2,5,156413.0,324248.0,Very easy to read,Incorrect,Very confident,1,nan
r1p3s2,1,R_1DIjJJnCfD2Q98d,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42668.55564,42668.58715,1,B19,Spanish,Colombia,2,2,1,2,3,4,3,2,5,80924.0,22681.0,Easy to read,Correct,Somewhat confident,1,nan
r2p3s2,1,R_1DIjJJnCfD2Q98d,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42668.55564,42668.58715,1,B19,Spanish,Colombia,2,2,1,2,3,4,3,2,5,73157.0,109336.0,Very easy to read,Correct,Very confident,1,nan
r1p4s4,0,R_1DIjJJnCfD2Q98d,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42668.55564,42668.58715,1,B19,Spanish,Colombia,2,2,1,2,3,4,3,2,5,29308.0,113344.0,Easy to read,Correct,Very confident,0,nan
r2p4s3,0,R_1DIjJJnCfD2Q98d,Default Response Set,Anonymous,nan,nan,168.176.239.33,0,42668.55564,42668.58715,1,B19,Spanish,Colombia,2,2,1,2,3,4,3,2,5,5951.0,226873.0,Very easy to read,Incorrect,Somewhat confident,0,nan
r1p1s1,1,R_2sT6ThOvGdP3M3E,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55002,42683.58258,1,B84,Spanish,Colombia,2,2,1,2,3,3,3,2,5,153689.0,258064.0,Very easy to read,Correct,Somewhat confident,1,nan
r2p1s4,0,R_2sT6ThOvGdP3M3E,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55002,42683.58258,1,B84,Spanish,Colombia,2,2,1,2,3,3,3,2,5,233348.0,46539.0,Difficult to read,Correct,Very confident,1,the method continues playing even after selecting the correct option
r1p2s3,0,R_2sT6ThOvGdP3M3E,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55002,42683.58258,1,B84,Spanish,Colombia,2,2,1,2,3,3,3,2,5,94197.0,146845.0,Neutral,Correct,Very confident,1,In the method logically should be used the conditionals elseif instead of an if for each case
r2p2s1,1,R_2sT6ThOvGdP3M3E,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55002,42683.58258,1,B84,Spanish,Colombia,2,2,1,2,3,3,3,2,5,309963.0,51189.0,Very difficult to read,Incorrect,Somewhat confident,1,nan
r1p3s2,1,R_2sT6ThOvGdP3M3E,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55002,42683.58258,1,B84,Spanish,Colombia,2,2,1,2,3,3,3,2,5,366589.0,27900.0,Difficult to read,Correct,Very confident,1,nan
r2p3s2,1,R_2sT6ThOvGdP3M3E,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55002,42683.58258,1,B84,Spanish,Colombia,2,2,1,2,3,3,3,2,5,89128.0,33394.0,Neutral,Correct,Very confident,1,nan
r1p4s4,0,R_2sT6ThOvGdP3M3E,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55002,42683.58258,1,B84,Spanish,Colombia,2,2,1,2,3,3,3,2,5,112800.0,130829.0,Difficult to read,Correct,Very confident,1,the code has an error in the second part because when the second and third are positive is printing 1 when you should print 2 and print 2 when only the second is positive
r2p4s3,0,R_2sT6ThOvGdP3M3E,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55002,42683.58258,1,B84,Spanish,Colombia,2,2,1,2,3,3,3,2,5,72476.0,63129.0,Neutral,Incorrect,Somewhat confident,1,when it finds a character different from the one sought in the phrase this method collapses
r1p1s1,1,R_2OYHCc9yLaDyAiJ,Default Response Set,Anonymous,nan,nan,186.154.162.15,0,42699.825580000004,42699.87535,1,B118,Spanish,Colombia,2,1,1,2,3,3,2,1,7,176950.0,87936.0,Neutral,Correct,Somewhat confident,1,nan
r2p1s4,0,R_2OYHCc9yLaDyAiJ,Default Response Set,Anonymous,nan,nan,186.154.162.15,0,42699.825580000004,42699.87535,1,B118,Spanish,Colombia,2,1,1,2,3,3,2,1,7,106766.0,94870.0,Difficult to read,Correct,Neutral,1,the method should end when the user select the correct answer but it show to the user "correct!" but next say "try again?"
r1p2s3,0,R_2OYHCc9yLaDyAiJ,Default Response Set,Anonymous,nan,nan,186.154.162.15,0,42699.825580000004,42699.87535,1,B118,Spanish,Colombia,2,1,1,2,3,3,2,1,7,61011.0,94150.0,Very easy to read,Correct,Very confident,1,when the input is 80 the method return a wrong answer
r2p2s1,1,R_2OYHCc9yLaDyAiJ,Default Response Set,Anonymous,nan,nan,186.154.162.15,0,42699.825580000004,42699.87535,1,B118,Spanish,Colombia,2,1,1,2,3,3,2,1,7,351836.0,23280.0,Difficult to read,Correct,Somewhat confident,1,nan
r1p3s2,1,R_2OYHCc9yLaDyAiJ,Default Response Set,Anonymous,nan,nan,186.154.162.15,0,42699.825580000004,42699.87535,1,B118,Spanish,Colombia,2,1,1,2,3,3,2,1,7,141084.0,21448.0,Neutral,Correct,Somewhat confident,1,nan
r2p3s2,1,R_2OYHCc9yLaDyAiJ,Default Response Set,Anonymous,nan,nan,186.154.162.15,0,42699.825580000004,42699.87535,1,B118,Spanish,Colombia,2,1,1,2,3,3,2,1,7,88181.0,39226.0,Neutral,Correct,Neutral,1,nan
r1p4s4,0,R_2OYHCc9yLaDyAiJ,Default Response Set,Anonymous,nan,nan,186.154.162.15,0,42699.825580000004,42699.87535,1,B118,Spanish,Colombia,2,1,1,2,3,3,2,1,7,180216.0,197406.0,Difficult to read,Correct,Very confident,1,because when the first number is less or equal than zero the second and third are greater than zero the method should return 2 but it return 1
r2p4s3,0,R_2OYHCc9yLaDyAiJ,Default Response Set,Anonymous,nan,nan,186.154.162.15,0,42699.825580000004,42699.87535,1,B118,Spanish,Colombia,2,1,1,2,3,3,2,1,7,135339.0,189053.0,Very difficult to read,Correct,Not very confident,1,Im not very confident but I think that the method will never end if at least one letter of the input word is different that the letter of the second parameter because the continue statement will jump to the while and without increase the index counter
r1p1s1,1,R_wYMGQ7amPS2x80p,Default Response Set,Anonymous,nan,nan,186.82.76.74,0,42738.5238,42740.63417,0,B185,Spanish,Colombia,2,2,2,1,4,4,4,2,5,4049.0,nan,nan,nan,nan,0,nan
r1p1s1,1,R_3efD7NJcnQSqpm9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42766.5334,42766.57633,1,B306,Spanish,Colombia,2,2,1,2,4,2,2,1,5,104281.0,48216.0,Very easy to read,Incorrect,Not very confident,0,Do not consider the equality of the 3 numbers
r2p1s4,0,R_3efD7NJcnQSqpm9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42766.5334,42766.57633,1,B306,Spanish,Colombia,2,2,1,2,4,2,2,1,5,456373.0,193146.0,Very easy to read,Incorrect,Somewhat confident,1,The method does not end when the correct answer is chosen
r1p2s3,0,R_3efD7NJcnQSqpm9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42766.5334,42766.57633,1,B306,Spanish,Colombia,2,2,1,2,4,2,2,1,5,135623.0,74281.0,Easy to read,Correct,Not at all confident,1,It does not take into account some extreme values ​​of the intervals.
r2p2s1,1,R_3efD7NJcnQSqpm9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42766.5334,42766.57633,1,B306,Spanish,Colombia,2,2,1,2,4,2,2,1,5,459124.0,273425.0,Easy to read,Correct,Somewhat confident,1,nan
r1p3s2,1,R_3efD7NJcnQSqpm9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42766.5334,42766.57633,1,B306,Spanish,Colombia,2,2,1,2,4,2,2,1,5,152303.0,70011.0,Easy to read,Incorrect,Neutral,0,nan
r2p3s2,1,R_3efD7NJcnQSqpm9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42766.5334,42766.57633,1,B306,Spanish,Colombia,2,2,1,2,4,2,2,1,5,237563.0,81652.0,Easy to read,Incorrect,Not very confident,0,nan
r1p4s4,0,R_3efD7NJcnQSqpm9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42766.5334,42766.57633,1,B306,Spanish,Colombia,2,2,1,2,4,2,2,1,5,302838.0,59261.0,Difficult to read,Incorrect,Neutral,0,nan
r2p4s3,0,R_3efD7NJcnQSqpm9,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42766.5334,42766.57633,1,B306,Spanish,Colombia,2,2,1,2,4,2,2,1,5,142530.0,149301.0,Easy to read,Incorrect,Neutral,0,nan
r1p1s1,1,R_23WF6DnkUIZusPB,Default Response Set,Anonymous,nan,nan,5.63.151.156,0,42766.55545,42766.58028,1,B182,Spanish,Germany,2,1,2,2,3,3,2,2,6,45340.0,75716.0,Very easy to read,Correct,Somewhat confident,1,nan
r2p1s4,0,R_23WF6DnkUIZusPB,Default Response Set,Anonymous,nan,nan,5.63.151.156,0,42766.55545,42766.58028,1,B182,Spanish,Germany,2,1,2,2,3,3,2,2,6,162786.0,50351.0,Neutral,Incorrect,Neutral,0,nan
r1p2s3,0,R_23WF6DnkUIZusPB,Default Response Set,Anonymous,nan,nan,5.63.151.156,0,42766.55545,42766.58028,1,B182,Spanish,Germany,2,1,2,2,3,3,2,2,6,139926.0,108533.0,Neutral,Correct,Somewhat confident,1,Because the implementation doesn't fit the given table.
r2p2s1,1,R_23WF6DnkUIZusPB,Default Response Set,Anonymous,nan,nan,5.63.151.156,0,42766.55545,42766.58028,1,B182,Spanish,Germany,2,1,2,2,3,3,2,2,6,258042.0,31361.0,Neutral,Correct,Somewhat confident,1,nan
r1p3s2,1,R_23WF6DnkUIZusPB,Default Response Set,Anonymous,nan,nan,5.63.151.156,0,42766.55545,42766.58028,1,B182,Spanish,Germany,2,1,2,2,3,3,2,2,6,94762.0,31322.0,Neutral,Correct,Somewhat confident,1,nan
r2p3s2,1,R_23WF6DnkUIZusPB,Default Response Set,Anonymous,nan,nan,5.63.151.156,0,42766.55545,42766.58028,1,B182,Spanish,Germany,2,1,2,2,3,3,2,2,6,65293.0,36892.0,Easy to read,Correct,Neutral,1,nan
